sentence,label
በጣም ደስ የሚል ፊልም ነው ከፊልሙ የተማርኩት ነገር #እኔ_እሞታለው የሚለውን ሁላችንም ስልካችን እስክሪን እናድርግና መልካም ሰው እንሁን,positive
የኢትዮጵያ አርቲስቶች እግዚአብሔር ይርዳችሁ እንጂ ይህ ህዝብ እንደ ሆና መቼም አይረዳችሁም,positive
አምላኬ ከመርካቶ ሌባ ጠብቀኝ,negative
ክክክ ደስ ይላል ትምህርት አለው,positive
ፊልሙ ያምራል ትምህርት ይሰጣል ውይ ኮመንታችሁ ደግሞ እንዴት,positive
መጨረሻው ነበር የናፈቀኝ አየሁት ምርጥ ነው ይመቻችሁ,positive
እውነት በጣም ይገርማል,neutral
ክክክክ ሀርፍ ነው ያስቃል,positive
ምድን ነው እረሢስጠላ,negative
ይሄ ፊልም የሚገርም ነው ሁሌም እንደ አዲስ ፊልም ነው,positive
እረ ቃል የለኝም ያ ንን ዘመን እንደገና ወደሁአላ የተመለስኩ ያህል ነው ሚሰማኝ እውነት እጅግ በጣም ሊደነቅ ሚገባው ፊልም,positive
ይሄ ፊልም ሳይሆን ጭውውት በሚል በ5 ደቂቃ መጠናቀቅ የሚችል ድርሰት ነው ፣ ያሳዝናል ይሄን ፊልም,negative
ቆንጆ ፊልም ነዉ ግን ሚሥትህን ሣታሥደሥት  አለቀ ብዬነበር ከነ ልብሥ ነዉ እንዴ  ኦ  ያሣዝናል,positive
ትምህረት አዘለ ነው እናመሠግናለን  ሰንቱ ትዳር ነው የፈረሰው በዚህ ምክነያት,positive
ምርጥ ፊልምነው እየተፈላለጉ ስሜትን መደበቅ ስራስራ እያላችሁ ሚስቶቻችሁን የዘነጋችሁ ባሎች ተማሩከዚህ,positive
ቀሽም ፊልም። ምናለ ካልሆነላችሁ ብተዉት ትች,negative
ፊልሙ አልገባኝም ምን ሊያስተላልፍ እንደፈለገ አልገባኝም የወረደ ፊልም ነው,negative
በጣም የሚያሥጠላ ፊልም ነው ከሁሉም የተመቸኝ የግርምሽ ጎደኛ ብቻ ነው ርጋታው ምክሩ በተረፈ ሌሎቹ አይጥሙም,negative
ይሄ በጣም የምዎደው አንዱ ፊልም ነው! ይመቻል!,positive
ምንም አይነት ፊልም ደግሞ ማየት አልወድም በተለይ ፍፃሜውን ካወኩት አላይም ግን ይሄን ፊልም ዘንድሮም እንዳድስ እያየሁት ነው ከልብ የማይጠፋ,positive
ለ 59ኛ ጊዜ ከማየቴ የተነሳ ሸምድጄዋለው በቃ የምርጦች ምርጥ ኮሜዲ ነው ወደፊትም በፍቅር አየዋለው,positive
የወንዶች ጉዳይ ሀቂቃ ለመጀመሪያ ጊዜ ከዛሬ 8አመት ከቤተሰቦቸ ጋር ሁኘ ነበር የሚገርመው ነገር አሁንም በስደት አለም ሁኘ አጠግበውም,positive
ባየው ባየው የማይስለቸኝ ፊልም,positive
በጣም ነው ደስየሜለው,positive
በጣም ነው የሚያምረው  ኡፍፍፍፍፍፍፍ  እንዴት ደስ ይላል ከሚወዱት ጋ በናፀነት   መኖር ፍቅር በፊልም ብቻ ሆነ  ተው ወንዶች  በእውነተኛ  ማንነታችሁ ታማኝ አፍቃሪ  ሁኑ    ደስ ስትሉ በርቱልን,positive 
ተኮል የለለበት ፊልም ያስደስተኛል,neutral
ፍቅር በፌልም ብቻ ሆኖ ቀረ ዘንድሮ,negative
ልጁን ወድጀዋለሁ በቃ ያበጠም ካለ ይፋዳ,neutral
ገና ሳላየው በኮሜን ጠገብኩት ምርጥ ነው መሰለኝ በቃ ልየው ኣትረብሹኝ።,neutral
በጣም ምርጥ ፊልም ነው,positive
ትዉዉቃቹ ነው ከምንም በላይ ደስ ያለኝ,positive
እውነተኛ ፍቅር ያለው ፊልም ላይበቻነው ምናለ ከነሱ ትምህርት ብንወስድ በተለይ ወንዶች,positive
እደዚህ ፊልም ተመሥጨ ያየሁት የለም በተለይ ወንዱ በፈጣሪ,positive
ደስ ስትሉ። አንተን መሳይ ይሰጠኝ ጌታ!,positive
በጣም ደስ ይላል ታምራላችሁ,positive
ውይ ደስሢል።ከሚወዱት ሠወ ጋር,positive
ምንም አይልም ግን በድርሰት የተሠራ አይመሥልም እያሠባቹ የምታወሩ ነው የሚመስለው ብቻ ጀማሪ ናቹ ።,negative
ምርጥ ብዬለው::ሀዋሰችን ደግሞ ፊልሙን ያባለጣ ውብ አረገው,positive
ዋውውው ልጁ በጠም ተመቸኝ ፍቅር ግን በፊልም እና በዘፈን አለቀ እንጂ,positive
በጣም ታምራላቹ በርቱ ትንሽ ትወና ይቀራቹሀል,negative
ዋዉደጋግሜባየዉ አልሰለቸዉም,positive
ሀገሬና ሰፈሬ ይሄ ፊልም በመሰራቱ አዝኛለሁ ናልኝ እንቅልፌ አንተው ትሻለኛለህ,negative
ዋው በጣም ደስ ይላል አሪፍ የፍቅር ታሪክ ነው,positive
ዋውውውውውውው እውነት እንደት ደስ እንደሜል,positive
ልጁ መሳጭ ነው ዋዋዋዋ,positive
የቆየ ነው ግን ያላያችሁ እዩት,neutral
ፉቅር የሆነ ፊልም ነው,positive
ዋው በጣም ደስ ይላል በእውነት አስተማሪ ፊልም ነው ማን እዳገሬ,positive
ዋው በራሴ እድተማመን አርጎኛል,positive
በጣም አሥተማር ፍልም ነው አድናቂያቹ ነኝ !!!,positive
ወይ  ይሄን ፊልም ስወደው  ስንት  ጊዜ  አየሁት  እንዳንተ  አይነት  ፍቅር  የሆነ ባል  ይስጠኝ  ያረብብብብ,positive
እዴት እኮ እደምታስቀኝ ሳቅና ፍቅር የሚለው ተመችቶኛል ሺ አመት ኑሩልኝ,positive
ዋውውውውውውው በጣም ያምራል ብዙ ቁም ነገር አለው አጨራርሱም ሁሉ ቀጥሉበት,positive
ዋውውው ምርጥ ፊልም ነው ተስፋ አለመቁረጥን ያስተምራል ደሞ ባገር ሰርቶ መለወጥ እንደሚቻል   ያስተምራል ቀጥሉበት...,positive
በጣም ታምራለች በ እንባ ና በሳቅ ነው የጨረስኳት በጣም ኣስተማሪና ኣስቂኝ ፊልም ናት,positive
ሁለቱ ተዋኒያኖችንም በጣም ነው ማደንቃቸው,positive
ዋውው በጣም አሪፍ ነው ቀጥሉበት,positive
መጀመሪያ ላይ ደሜ ፈልቶ ነበር አሁን ግን ደስ አለኝ,positive
ከመጀመሪያ እስከ መጨርሻ ሳቅ በሳቅ ማል ልክነክ የሀበሻልጅ መሆን ያኮራል እጅ አያሳፈርም ሶ በታም አስተማሪ ነው,positive
ክክክክክክክ እረ ካሜራማኑ በሳቅ ገደለኝ,positive
ዋው በጣም አስተማሪ ድራማ,positive
አቤት ካሜራማኑ በቃ የስራው ባህሪ ነው እንዴ ክክክክ,neutral
አሪፍ ነው ሀበሻ መሆን ኩራት ነው,positive
ውይ ትዳር አፈላላጊው ሲያምር,positive
ሁሉም ፊሊም እደዚህ አይነት ትምርት ያለው ቢሆን ሥደት ይብቃ ብዙነገር አሣጥቶናል ሀገሬ አየሯ በቂ ነው,positive
ያለው ይጨመርለታል ምርጥ የስኬትን መንገድ ያሳየ ምርጥ ፊልም ነው ማህደርዬ እወድሻለሁ,positive
ዋዉ    ተመቻቹኝ   በፊልም   ማስተማር    ማለት   እንድህ    ነዉ     ይመቻቹ !!!!,positive
ዋው በጣም ደስ የሚል አዝናኝ  እና አስተማሪ ፊልም ባለመኖር ውስጥ መኖር እና ተስፍ አለ።ያን የምናስብ ግን ጥቂቶች ነን ።,positive
ለመጀመሪያ ግዜ መጨረሻው ያማረ ፊልም አስተማሪ ነው ቀጥሉበት,positive
በውነት በጣም አስተማሪ ነው ሁላችሁ እወዳችሁ አለሁ,positive
በጣም ደስ ይላል የይቻላል መንፈስ ይታይበታል,positive
ዋዋዋ በታአም ደስ ይላል  በዚዉ ቀጥሉበት,positive
አይቸው አይቸው የማልሰለቸው ምርጥ ፊልም,positive
ዋውውውውው በእጣም አሪፍነ,positive
በጣም አስተማሪና አዝናኝ ነው እውነትነው በሃሳብ መጥናት እንጂሁሉም ያልፋል የማይለወጥ የለም ሳምሪ ልክእንዳች አይነት ቢኖርብዬ እመኛለው ደስ ይላል በጣም,positive
በጣም ወድጄዋልው እያዝናና የምያስተምር ታርኩ እንዳትረሳ አድናቂህ ነኝ,positive
ኣንደኛ የሆነ ፊልም ነው! ውድድድድ ነው ማረጋቸው,positive
በፊልሞች ውስጥ እንዲህ ትውልድን የሚቀርጽ መልዕክት ማስተላለፍ የቻለ ድንቅ ስራ! ተባረኩ!,positive
በጣም ትምህርት የሚሰጥ አሪፍ ፊልም ነው ይሄንን ፊልም ካየው በውሃላ ለአመታት ተስፋ ቆርጬ የነበርኩ እኔ ዛሬ ላይ ግን ውስጤ ተነሳሳ እኔንጃ ብቻ ከብዙ ውጣውረድ ተከትሎ ስኬት እንዳለ ውስጤ ኣመነ።አመሰግናለው በጣም ብዙ ከዚ በላይ እጠብቃለው,positive
ዋው በጣም አስተማሪ ነው በጣም ደስ ሚል የመጀመሪያ ጊዜ አስተማሪ ፊልም,positive
በጣም ደስ ይላል ያስተምራል ሁሉ ነገር ከታገሱት የማያልፍ የለም ከታገሱት ሴኬትን ማግኘት ይቻላል,positive
ዋውውው አስተማሪነው,positive
ዋው በጣም ሀሪፍ ነው,positive
ዋውው በጣምምምም ደስስስስስስስ ይላል,positive
ዋውዋው በጣም ያምራል በጣም ምም ይመቻችሁ,positive
ዋው አሪፍ ነው,positive
በጣም አሪፍ ነው ግን ሀብታም እንዲህ ያደርጋል,positive
ዋውውውውውውውውውውውውውውውውው  ተመቻችሁኝ,positive
ዋው ምርጥ ሴት ነሽ የኔ ቆጆ እኔ ራሱ ብዙ ተማርኩ ከት።ትሽ,positive
በውነት በጣም አስተማሪ ነው ሁላችሁ እወዳችሁ አለሁ,positive
በጣም አስተማሪ ነው በርቱ,positive
ዋው በታም አስተማሪ ፋልም ነው የሰው ልጅ የቲም ሰርቶ መለወጥ ይችላል አላማ ካለው ሳራን ጎበዝ,positive
ደስ ይላል ብዙ ትምህርት ይሰጣል በተለይ ስለ ህይወት,positive
በጣም አሪፍ,positive
ሴቶች በ ፊልም ብቻ ነው ድሃ ወአንድ የሚወዳ ዝም ብላቹ ኣትለፍሉፉ,negative
አንዲህ ኣይነት ፊልም ለምየት በመብካቴ ደስተኛ ነኝ።ከሁሉ ላሁኑ ለታዳጊ ለውታጣቶ የሚመች።።።።።ለዛ አና ጨዋታ ያለው።።።።በታም ኣመስጊናለሁኝ,positive
ኡኡኡኡኡኡኡኡ እብድ ያለ ፊልም ይበልጥ ለኛ ተስፋ ቆርጠን ለምንባዝነው በርቱ አቦ በጣም ሚመች አስተማሪ ፊልም,positive
ዋውውውውውው እንደት ደስይላል,positive
ዋው አስተማሪ ነው ቀለበት መንገድ ላይና ያለፈ ህይወት ወደኋላ አይዞርም,positive
በጣም ታምራለች በ እንባ ና በሳቅ ነው የጨረስኳት በጣም ኣስተማሪና ኣስቂኝ ፊልም ናት ሁለቱ ተዋኒያኖችንም በጣም ነው ማደንቃቸው,positive
ዋው በጣም በጣም ምርጥ ፊልም,positive
ዋው ከአስር ጊዜ በላይ ነው ደጋግሜ አየሁት ግን አልጠገብኩም ከምር በጣም አሪፍ ፊልም ብቻ አይገልፀውም ይመቻችሁ አቦ::,positive
እስክ ልመልከተው እንደ ኮምንቱ ላይ በጣም ይልስደስታል መሰለኝ,positive
ኮከቦች,positive
ግድ  አፉቅረኝ  ይደብራል,negative
አከበዳችሁ ባሁኑ ሳአት እንደዚህ አይነት ሰው የት ይገኛል,neutral
ያምራል,positive
ዋው  እንደት ደስ ይላል ቃላት ያጥረኛል ለማድነቅ,positive
ሴጣን ተስፋ የለዉም ግን ተስፋ  አይቆርጥም ሠዉ ተስፋ አለዉ ግን ተስፋ  ይቆርጣል  ይች  አባባ  ወድጃታለዉ  እዉነት ነዉ አንድን ነገር ደጋግመን  ሣንሞክረዉ ተሥፋ እንቆርጣለን  ፍልሙ በጣም  አዝናኝ  አሥተማር  ነዉ !!!,positive
ይህን ፌልም አይችው አለሁ ነግር ግን አሁን በጣም ስለተነደደሁ ድጋሜ አየሁት,neutral
ለወጣት ልብ የሚሆን ምርጥ ፊልም!!,positive
በጣም ጥሩ ነዉ።ታሪኩ ግን ለየት ያለ movie ሰርተ አሰየን ከሴት ጀንጀና ዉጪ፣ አድናቂህ ነኝ አሁን ግን አንድ አይነት ስለምሰራ ያንተን ስራዎች ለማየት ብዙ አይደለሁም፣,positive
መጀመሬያ ኮሜንት ላብብ,neutral
ዋው በጣም ደስ የሚል እና አስተማሪ የሆነ የፊልም ነው ተስፋ ካለን ያስብንበት ቦታ እንደርሳለን,positive
ጭራሽ ኢትዮጵያን የመሰለች ትልቅ ሀገር ከሲኦል ጋር ማወዳደር ይገርማል,negative
ዋው.በጣም.የሚመስጥ.ፊልም.ከምንም.በላይ.ትምህርት.ሰጭ.የሆነ.ፊልም.ነው.ፊልም.አያለሁ.ግን.እንደዚህ.ያለ.ትምህርት.ሰጭ.ፊልም.አይቸ.አላውቅም.እወዳችሁ.አለሁ.በርቱልን.ጠክሩልን.እንደዚህ.ያለው.ፊልም.ላይ.ለማንኛውም.እናመሰግናል.ዋውውውውውውውውውውውውውው,positive
ዋውውውው ይመቻል,positive
እያዝናና የሚያስተምር ቆንጆ ፊልም፡፡,positive
ቆንጆ ነው በጣም,positive
እንዴት አባቱ እንደሚያምር እናመሰግናለ,positive
ኢቲዮጲይ ውሥጥ የሚያምር ፊልም የለም የሆኑ አናዳጅ,negative
ምንልበል በቃታምራላችሁ ደራሲውንበጣም አመሰግናለሁ።,positive
ዋው በጣም አስተማሪና አስቂኝ ድራማ ነው,positive
ሂወት እና ሳቅ ን የመሰለ ፊልም ግን የለም በርግጠኝነት የለም 100 ጊዜ ነው ያየሁት,positive
በጣም  አሥተማሪ ነው  ግን  ምን ዋጋ ለው  ሁሉም  ነገር  ፌልም  ላይ  ብቻ  ነው  እውነት  ተደርጎ  የሚሠራው  በተግባር  ቢሆን  መልካም  ነበር,positive
ዋውውውውው በጣም አስተማሪና አዝናኝ ፊልም ቴኪው በጣም,positive
ዋውው በጣም አስተማሪ ነው ብዙ ተማረኩ,positive
በጣም ምርጥ ፊልም ነው ካየህዋቸው ፊልሞች ኢሄን ፊልም አንደኛ አድርጌዋለሁ,positive
ታሪክ አንደኛ,positive
ዉይ ያምራል በጣም,positive
በጣም ያምራል ውድድድድ,positive
ዋው ከአስር ጊዜ በላይ ነው ደጋግሜ አየሁት ግን አልጠገብኩም ከምር በጣም አሪፍ ፊልም ብቻ አይገልፀውም ይመቻችሁ አቦ::,positive
ከምንም በላይ ደስ ይላል,positive
ቃላቶች ያጥሩኛል ምን ማለት እንዳለብኝ አላቅም,positive
እውነት በጣም አሪፍ አስተማሪ ነው ደስ ይላል ብዙ ቁም ነገር እና ጥሩ አባባሎችን ያስጨብጣል ደራሲው ዳሬክተሩ ተዋንያኖቹን ሁሉ አደንቃለሁ በርቱ እግዚአብሔር ይርዳችሁ ሀገራችን ቅድስት ኢትዮጲያን እግዚአብሔር ይባርክ አሜን።,positive
ክክክክክ ያንተ አያት ወረኛ ይኔ አያት አርበኛ ክክክክክ,positive
ሰወች በመሰረቱ ክፉ አይድሉም ክፋታቸው ጎልቶ የሚታየው ላልተፈጠሩበት አላማ ሲሄድ ነው! !!,positive
ሃሃሃሃሃሃሃ...አሪፍ ነው,positive
ውይ.ይህ.ምስኪን.ህዝብ.በጸሎት.እንዳይደፉን..አለ.እውነት.ነው,neutral
